name,street_address,price,cuisine,rating
Bao Today,"Rendezvous Hotel, 9 Bras Basah Road #01-02 (Rendezvous Gallery)",Under $10,,3
Bar Bar Black Sheep,86 Robertson Quay,$21 - $30,"Japanese, Indian",
Barcook Bakery,"Square 2, 10 Sinaran Drive #01-16/18",Under $10,,4
Barcook Bakery,"One Raffles Place, 1 Raffles Place #B1-03",Under $10,,
Barcook Bakery,"One Raffles Place, 1 Raffles Place #B1-09",Under $10,,4
Barcook Bakery,"Nex, 23 Serangoon Central #03-K18",Under $10,,
Bariuma,"United Square, 101 Thomson Road, #B1-08",$21 - $30,Japanese,
Basilico,"Regent Singapore, 1 Cuscaden Road",$31 - $50,"Italian, Middle Eastern/Mediterranean, European",4
Basilico,"Regent Singapore, 1 Cuscaden Road",$51 - $80,Italian,4
Baskin Robbins,"Bugis Junction, 200 Victoria St #01-60/60A",Under $10,,
Baskin Robbins,"Jem, 50 Jurong Gateway Road #02-06",Under $10,,4
Baskin Robbins,"Nex, 23 Serangoon Central #01-K4/K5",Under $10,,4
Baskin Robbins,"Tiong Bahru Plaza, 302 Tiong Bahru Road #01-07",Under $10,American,4
Basque Kitchen by Aitor,97 Amoy Street,$81 - $150,European,
Bay Sushi,"Marina Bay Sands, 10 Bayfront Avenue #B2-01B (The Shoppes)",$31 - $50,Japanese,3.5
Bayswater Kitchen,"Marina at Keppel Bay, 2 Keppel Bay Vista",$51 - $80,,
BBQ Chicken,"The Central, 6 Eu Tong Sen St #01-58",Under $10,Korean,
BBQ Chicken,"West Coast Plaza, 154 West Coast Road #02-45",Under $10,Korean,3.5
BBQ Chicken Wings - Food Republic,"313@Somerset, 313 Orchard Road #05-01",Under $10,,3
BBQ Chicken,"Northpoint, 930 Yishun Ave 2  #B2-17/20",Under $10,Korean,3.5
BBQ Express,"Bukit Panjang Plaza, 1 Jelebu Road #01-23",Under $10,,4
BBQ Seafood,"Gardens By The Bay, 18 Marina Gardens Drive (Satay by the Bay) #17",Under $10,,
BBQ Wholesale Centre,81 Frankel Avenue,$11 - $20,"Malay, Singaporean",4.5
BCC Tea Studio,"84 Bedok North Street 4, #01-29",Under $10,,
Beach Culture Watercross,"Pasir Ris Park, 131 Pasir Ris Road",$21 - $30,European,
Beach Road Kitchen,"JW Marriott Singapore South Beach, 30 Beach Road",$81 - $150,Multi-Cuisine,
Beach Road Prawn Noodle House,370/372 East Coast Road,Under $10,,3.5
Beach Road Scissor-Cut Curry Rice,229 Jalan Besar,Under $10,,3.5
Beans &amp; Cream,Blk 347 Bukit Batok St 34 #01-260,Under $10,"Singaporean, Singaporean Western",4
Bear Baby Spicy Fragrant Pot,"602B Tampines Ave 9, Stall 2",$11 - $20,Sichuan,
Bear Bites,"MDIS Campus, 501 Stirling Road",Under $10,Taiwanese,
Bear Paw,"Jurong Point, 1 Jurong West Central 2 #01-17H (JP1)",Under $10,Taiwanese,
Beard Papa&#39;s,"Nex, 23 Serangoon Central #03-K15",Under $10,Japanese,4
Beast &amp; Butterflies,90 Robertson Quay,$31 - $50,"Western Variety, Asian Variety",
Beast &amp; Butterflies,90 Robertson Quay,$51 - $80,Multi-Cuisine,
Beauty in the Pot,"OneKM Mall, 11 Tanjong Katong Road #02-21/22",$31 - $50,,
Beaver&#39;s Pub and Grill,33 Liang Seah St #01-01/02,$11 - $20,American,3
Bebek Goreng Pak Ndut,"304 Orchard Road, #01-42/43/44 Lucky Plaza",Under $10,Indonesian,
Becasse,10 Dempsey Road #01-21,$11 - $20,"French, Middle Eastern/Mediterranean, European",3.5
Bedok 456 Mee Hoon Kway,"Kim Keat Palm Market &amp; Food Centre, Blk 22 Lorong 7 Toa Payoh #01-46",Under $10,"Singaporean, Chinese",
Bedok Chwee Kueh,"Bedok Interchange Hawker Centre, 208 New Upper Changi Road, #01-19",Under $10,Singaporean Chinese,
Bedok North 85 Fried Oysters,"Kovan Hougang Market &amp; Food Centre, 209 Hougang St 21 #01-30",Under $10,Singaporean,3.5
Bee Bee Carrot Cake,50A Marine Terrace #01-275,Under $10,,
Bee Cheng Hiang,"Paragon, 290 Orchard Road #B1-10A",$11 - $20,,
Bee Cheng Hiang,"East Link Mall, 8 Tampines Central 1 #01-14",$11 - $20,,
Bee Garden,"Commonwealth Crescent Market &amp; Food Centre, 31 Commonwealth Crescent #02-78",Under $10,,4
Bee Heong Palace Restaurant,218 Bedok North Street 1 #01-01,$31 - $50,"Fujian/Heng Hwa, Chinese",
Bee Kee Cooked Food,"Chong Pang Market &amp; Food Centre, 104/105 Yishun Ring Road #01-144",Under $10,Singaporean,
Beer Market,"The Foundry, 3B River Valley Road #01-17/02-02",$21 - $30,Multi-Cuisine,4
Beirut,72 Bussorah Street,$31 - $50,Middle Eastern/Mediterranean,
Bel Mondo,"Millenia Walk, 9 Raffles Boulevard #01-09",$11 - $20,"Italian, Middle Eastern/Mediterranean",
Bella Pasta,"Riverside View, 30 Robertson Quay, #01-09",$51 - $80,Italian,
Bella Pizza,"Riverside Village Residences, 30 Robertson Quay #01-14",$21 - $30,Italian,4
belle-ville Pancake Cafe,"Square 2, 10 Sinaran Drive, #01-152 to 154",Under $10,Japanese,
Ben &amp; Jerry&#39;s,"Raffles City Shopping Centre, 252 North Bridge Road #B1-80",$11 - $20,,4
Ben &amp; Jerry&#39;s,"Jurong Bird Park, 2 Jurong Hill",$11 - $20,,3.5
Ben &amp; Jerry&#39;s,"Great World City, 1 Kim Seng Promenade #02-40A/B",$11 - $20,,4
Bengawan Solo,"Anchorpoint, 370 Alexandra Road #B1-45",Under $10,Peranakan / Nonya,3.5
Bengawan Solo,"West Mall, 1 Bukit Batok Central Link #B1-02",Under $10,Peranakan / Nonya,4
Bengawan Solo,"Changi Airport Terminal 3, 65 Airport Boulevard #02-MN-52 (Departure Check In Hall)",Under $10,Peranakan / Nonya,
Bengawan Solo,Blk 18 Tai Thong Crescent,Under $10,Peranakan / Nonya,
Beng&#39;s Old School Bak Kut Teh,Block 40 Holland Drive #01-39 Store 5,Under $10,,
Benjamin Browns Bistro &amp; Bakery,"Forum The Shopping Mall, 583 Orchard Road #01-20/21",Under $10,European,3.5
Benson Salted Duck Rice,"Blk 168, Toa Payoh Lorong 1 #01-1040",Under $10,Teochew,
Benten Caf&#233;,"Jurong Point, 1 Jurong West Central 2 #03-20/20A/K4 (JP1)",$11 - $20,"Italian, Japanese, Fusion",4
Beppu Menkan Japanese Noodles ,"Tiong Bahru Plaza, 302 Tiong Bahru Road, #02-16/17/18",$11 - $20,Japanese,3.5
Bergs Gourmet Burgers,45 East Coast Road,$11 - $20,Australian / New Zealand,3.5
Berrylite,"One Raffles Place, 1 Raffles Place #B1-10",Under $10,Singaporean,4
Berrylite,"Northpoint, 930  Yishun Ave 2 #01-56",Under $10,,4
Best Fries Forever,"Cathay Cineleisure Orchard, 8 Grange Road #B1-06",Under $10,American,3.5
Beverage,Blk 478 Tampines St 44,Under $10,Singaporean,
Beverages,"51@AMK, 51 Ang Mo Kio Avenue 3 #01-03",Under $10,,
Beverages,"Fu Chan, Blk 727 Ang Mo Kio Avenue 6",Under $10,,
Beverages/Fruits - Flavours Food &amp; Beverages,"Temasek Polytechnic, 21 Tampines Avenue 1 (Block 4)",Under $10,,
Beverages - Kopitiam,"KK Women&#39;s And Children&#39;s Hospital, 100 Bukit Timah Road #01-28",Under $10,,
Beverages - Kopitiam,"Manulife Centre, 51 Bras Basah Road #01-03",Under $10,,
Beverages,Blk 205D Compassvale Lane,Under $10,,
Beverages,"Istanbul, Blk 476 Tampines St 44 #01-203",Under $10,,
Beverages,"419 F&amp;B, Blk 419 Tampines St 41 #01-80",Under $10,,
Bibigo,"Suntec City Mall, East Wing, 3 Temasek Boulevard #B1-107",$11 - $20,Korean,3.5
Bibigo,"Nex, 23 Serangoon Central #03-08",$11 - $20,Korean,3.5
BiBiQiu,"The Central, 6 Eu Tong Sen St",Under $10,"Korean, Fusion",
Big Bites - Kopitiam,"Tampines Mall, 4 Tampines Central 5 #04-27/29",$11 - $20,Indian,
Big Eater,Blk 964 Jurong West St 91 #01-342,$11 - $20,,3.5
Big Mama Korean Food,2 Kim Tian Road,$31 - $50,Korean,3.5
Billy Bombers American Diner,"Jurong Point, 1 Jurong West Central 2 #02-20E (JP1)",$11 - $20,American,4
Bincho at Hua Bee,78 Moh Guan Terrace #01-19,$51 - $80,Japanese,
Birdcage Bistro,312 Old Birdcage Walk #02-08,,American,
Birds of a Feather,"115 Amoy Street, #01-01",$31 - $50,"Singaporean Western, Fusion",
Biscuit King,130 Casuarina Road,Under $10,,4
Bishamon,"Bukit Panjang Plaza, 1 Jelebu Road #01-64/65",$11 - $20,Japanese,3
Bishamon,"Great World City, 1 Kim Seng Promenade #01-21B",$11 - $20,Japanese,3.5
Bismillah Biryani Restaurant,50 Dunlop Street,Under $10,Indian,2.5
Bistecca Tuscan Steakhouse,26 Mohamed Sultan Road,$51 - $80,"Italian, Middle Eastern/Mediterranean, European",4.5
Bistro 103,103 Pasir Panjang Road,$31 - $50,,4
Bistro du Vin,"Shaw Centre, 1 Scotts Road #01-14",$31 - $50,"French, Middle Eastern/Mediterranean, European",4
Bistro du Vin,"Shaw Centre, 1 Scotts Road #01-14",$51 - $80,French,4
Bistroquet,"Alexandra Retail Centre, 460 Alexandra Road #02-20",$11 - $20,"French, Middle Eastern/Mediterranean, European",
Bite Club,Blk 34 Jalan Bukit Ho Swee #01-864,Under $10,,4
Bitters &amp; Love,118 Telok Ayer Street,$21 - $30,,
BJ&#39;s American Diner and Grill,312 Balestier Road #01-01,$21 - $30,American,4
Black Angus,"Hill V2, 4 Hillview Rise #01-06/07",$21 - $30,,
Black Canyon Coffee,"The Connexis, 1 Fusionopolis Way #02-01/02",$11 - $20,"Thai, Fusion, Multi-Cuisine",4
Black&amp;Ink,168 Changi Road #01-01/02,Under $10,,4
Black&amp;Ink,29 Swan Lake Avenue,$11 - $20,,
Black Society,"VivoCity, 1 Harbourfront Walk #02-156/157",$21 - $30,Cantonese/Hong Kong,4
Black &amp; White Dessert House,"Sembawang Shopping Centre, 604 Sembawang Road #B1-K3",Under $10,Taiwanese,
BlackBall,"Bedok Mall, 311 New Upper Changi Road #01-03",Under $10,Taiwanese,
BlackBall,"Bugis+, 201 Victoria St #01-14",Under $10,Taiwanese,3.5
BlackBall,"The Star Vista, 1 Vista Exchange Green #02-14/15",Under $10,Taiwanese,4
BlackBall,"IMM, 2 Jurong East St 21 #01-48",Under $10,Taiwanese,3.5
BlackBall,"Tampines 1, 10 Tampines Central 1 #02-K2",Under $10,Taiwanese,
BlackBall,"Harbourfront Centre, 1 Maritime Square #02-01/02",Under $10,Taiwanese,3.5
Blanco Court Food Centre (3rd Storey),"51 Old Airport Road Food Centre &amp; Shopping Mall, 51 Old Airport Road #135",Under $10,Teochew,4.5
Blanco Court Prawn Mee,245 Beach Road,Under $10,Singaporean Chinese,3.5
Blanco Prawn Noodle House,235 Jalan Kayu,Under $10,Singaporean,3.5
Bliss Restaurant,"Cheng San Community Club, Blk 6 Ang Mo Kio St 53 #01-01",Under $10,European,3.5
Blisshouse,"The Central, 6 Eu Tong Sen St #03-21",$11 - $20,European,3.5
BlooiE&#39;s Roadhouse Bar &amp; Grill,"The Rail Mall, 426/428 Upper Bukit Timah Road",$11 - $20,American,4
BlooiE&#39;s Roadhouse Bar &amp; Grill,"Science Park II, 21 Science Park Rd #01-01 (The Aquarius)",$11 - $20,American,4
Bloomsbury Bakers,Blk 30 Bendemeer Road,Under $10,,3.5
Blue Bali,"Singapore Botanic Gardens, House 1D Cluny Road Level 1",$31 - $50,Indonesian,4
Bobby&#39;s Restaurant and Bar,"Chijmes, 30 Victoria St #B1-07",$31 - $50,Multi-Cuisine,
Bochinche,22 Martin Road,$31 - $50,,4
Bollywood Veggies Poison Ivy Bistro,"Bollywood Veggies, 100 Neo Tiew Road",Under $10,Indian,4
Bonchon,"Bugis+, 201 Victoria St #01-11",$21 - $30,Korean,3.5
Boneless Hainanese Chicken Rice,"Redhill Food Centre, Blk 85 Redhill Lane #01-23",Under $10,Hainanese,
Bonta Italian Restaurant &amp; Bar,"UE Square, 207 River Valley Road #01-61 (River Wing)",$31 - $50,"Italian, Middle Eastern/Mediterranean, European",4
Boon Kee Wanton Noodle,"Clementi 448 Market &amp; Food Centre, Blk 448 Clementi Ave 3 #01-40",Under $10,Cantonese/Hong Kong,3.5
Boon Lay Power Nasi Lemak,"Boon Lay Place Food Village, 221A/B Boon Lay Place #01-106",Under $10,,4
Boon Lay Raja Restaurant,"Blk 135, Jurong Gateway Road #02-337",$31 - $50,,3.5
Boon Tat Street BBQ Seafood,"Chinatown Food Street, 335 Smith St #1",$11 - $20,,
Boon Tong Kee,Blk 233 Ang Mo Kio Ave 3 #01-1194,$11 - $20,"Cantonese/Hong Kong, Hainanese",3.5
Boon Tong Kee,18 Cheong Chin Nam Road,$11 - $20,Cantonese/Hong Kong,3.5
Boon Tong Kee,199 East Coast Road,$11 - $20,"Cantonese/Hong Kong, Hainanese",4
Boon Tong Kee,470 MacPherson Road,$11 - $20,"Cantonese/Hong Kong, Hainanese",4.5
Boon Tong Kee,425 River Valley Road,$11 - $20,Cantonese/Hong Kong,4
Boon Tong Kee,Blk 34 Whampoa West #01-93,$11 - $20,"Cantonese/Hong Kong, Hainanese",3.5
Bornga,"The Star Vista, 1 Vista Exchange Green #02-24",$21 - $30,Korean,4
Bornga,"VivoCity, 1 Harbourfront Walk ##02-123/124",$21 - $30,Korean,3
Boruto,"Golden Castle Building, 80 South Bridge Road #01-01",$21 - $30,"Spanish, Japanese, Fusion",3.5
Botak Jones,Blk 181 Ang Mo Kio Ave 5,Under $10,American,3.5
Botak Jones,Blk 233 Bukit Batok East Ave 5 #01-53,Under $10,American,3.5
Botak Jones - Kopitiam,"National Youth Park, 121 Somerset Road",Under $10,American,3.5
Botak Jones,Blk 211 Toa Payoh Lorong 8 #01-01,Under $10,American,3.5
Botak&#39;s Favorites,"Food King Coffee House, Blk 233 Bukit Batok East Ave 5",Under $10,American,
Botan Japanese Restaurant,"Far East Square, 36 Pekin St #01-01",$21 - $30,Japanese,3.5
Botejyu Yatai - Food Junction,"Junction 8, 9 Bishan Place #04-01",Under $10,Japanese,
Bottura,"Suntec City Mall, Noth Wing, 3 Temasek Boulevard #02-472/473/474",$21 - $30,Italian,3.5
Brasserie Gavroche,66 Tras St,$31 - $50,"French, Middle Eastern/Mediterranean, European",
Brasserie Les Saveurs,"The St Regis Singapore, 29 Tanglin Road",$51 - $80,French,4
Brawn &amp; Brains,100 Guillemard Road #01-02,Under $10,,4
Bread &amp; Hearth,18 Keong Saik Road,Under $10,European,
Bread Yard,"Galaxis, 1 Fusionopolis Place #01-23/24",Under $10,,4.5
BreadTalk,"AMK Hub, 53 Ang Mo Kio Ave 3 #01-01",Under $10,,3.5
BreadTalk,"ZhongShan Mall, 20 Ah Hood Road #01-10/11/12/13",Under $10,,
BreadTalk,"Junction 8 Shopping Centre, 9 Bishan Place #01-35/36",Under $10,,4
BreadTalk,"Bugis Junction, 200 Victoria Street, #B1-K28/29",Under $10,Singaporean,3
BreadTalk,"Chinatown Point, 133 New Bridge Road #01-27/28",Under $10,,
BreadTalk,"CityLink Mall, 1 Raffles Link #B1-42",Under $10,,4
BreadTalk,"The Clementi Mall, 3155 Commonwealth Ave West #01-01",Under $10,,4
BreadTalk,"Westgate, 3 Gateway Drive #02-03",Under $10,,
BreadTalk,"Marina Bay Link Mall, 8A Marina Boulevard #B2-18",Under $10,,4
BreadTalk,"Novena Square Velocity, 238 Thomson Road #01-26",Under $10,,3.5
BreadTalk,"Wisma Atria, 435 Orchard Road #B1-55/60",Under $10,,4
BreadTalk,"Paragon, 290 Orchard Road #B1-11/12",Under $10,,3.5
BreadTalk,"Resorts World Sentosa, 8 Sentosa Gateway #B1-203/204 (The Forum)",Under $10,,4
BreadTalk,"Nex, 23 Serangoon Central #B2-58/59",Under $10,,4
BreadTalk,"BreadTalk IHQ, 30 Tai Seng St #01-04",Under $10,,3
BreadTalk,"VivoCity, 1 Harbourfront Walk #B2-34",Under $10,,3.5
BreadTalk,"HDB Hub, Blk 530 Lorong 6 Toa Payoh #01-04",Under $10,,3.5
BreadTalk,"Northpoint, 930 Yishun Ave 2 #01-03/04",Under $10,,3.5
Breeks Cafe,"Marina Square, 6 Raffles Boulevard #02-07",$11 - $20,,3.5
Breeks Cafe,"Ngee Ann City, 391 Orchard Road #05-10/11",$11 - $20,American,3.5
Brew &amp; Bar,6 Jalan Pari Burong,$11 - $20,Peranakan / Nonya,
Brewerkz,"Riverside Point, 30 Merchant Road #01-05/06",$31 - $50,American,4
Bricks N Cubes Cafe,"The Cathay, 2 Handy Road #02-12/14",$11 - $20,,2.5
Bridge,31 Seah St,$21 - $30,French,3.5
Brizo Restaurant &amp; Bar,"Park Hotel Clarke Quay, 1 Unity St",$11 - $20,Multi-Cuisine,3.5
Brotzeit&#174; German Bier Bar &amp; Restaurant,"Raffles City Shopping Centre, 252 North Bridge Road #01-17",$21 - $30,German,4
Brotzeit&#174; German Bier Bar &amp; Restaurant,126 East Coast Road,$21 - $30,"German, European",
Brotzeit&#174; German Bier Bar &amp; Restaurant,"313@Somerset, 313 Orchard Road #01-27",$21 - $30,German,4
Brotzeit&#174; German Bier Bar &amp; Restaurant,"VivoCity, 1 Harbourfront Walk #01-149-151",$21 - $30,"German, European",4
Brunches Caf&#233;,96 Rangoon Road,$11 - $20,,3.5
Brunetti,"Tanglin Mall, 163 Tanglin Road #01-35",$11 - $20,Italian,3.5
Brussels Sprouts @ Big Splash,"Big Splash, 902 East Coast Parkway #01-27 (Block F)",$31 - $50,Belgian,3.5
Brussels Sprouts @ Robertson Quay,"The Pier at Robertson, 80 Mohamed Sultan Road #01-12",$31 - $50,Belgian,3.5
Brussels Sprouts @ Sentosa,"Quayside Isle, 31 Ocean Way #01-01",$31 - $50,Belgian,4.5
BuckTile St. Cafe,104 Faber Drive,$11 - $20,,
Buddy Hoagies,"Nee Soon CC, 30 Yishun Street 81",$11 - $20,,3.5
Buddy Kitchen,Blk 511 Bishan St 13,$11 - $20,,
Buddy Kitchen,Blk 205D Compassvale Lane #01-02,$11 - $20,,
Buffet City,"Tanjong Pagar Community Centre, 101 Cantonment Road #01-04",$11 - $20,Multi-Cuisine,3.5
Buffet Town,"Raffles City Shopping Centre, 252 North Bridge Road #B1-44E",$21 - $30,Multi-Cuisine,4
Bugis Street Ming Kee Chicken Rice &amp; Porridge,"Kim San Leng Food Centre, Blk 511 Bishan St 13 #01-522",Under $10,,3.5
Bukang Tuna,"Red Dot Traffic Building, 28 Maxwell Road #01-06",$21 - $30,Korean,
Bun Master,Blk 192 Lorong 4 Toa Payoh #01-672,Under $10,,
Burger King,"Bukit Panjang Plaza, 1 Jelebu Road #01- 28",Under $10,American,
Burger King,"Singapore Changi Airport, Terminal 1 #03-02",Under $10,American,
Burger King,"Changi Airport Terminal 2, 60 Airport Boulevard #026-016 (Departure Check In Hall)",Under $10,American,3.5
Burger King,"Esplanade Xchange, 90 Bras Basah Rd #B1-27/28",Under $10,American,4
Burger King,"The Central, 6 Eu Tong Sen St #01-23/26",Under $10,American,4
Burger King,"Jem, 50 Jurong Gateway Road #B1-02",Under $10,American,3.5
Burger King,"IMM, 2 Jurong East St 21 #01-51",Under $10,American,
Burger King,"Pasir Ris Sports Centre, 120 Pasir Ris Central, #01-11",Under $10,American,
Burger King,"Income @ Raffles, 16 Collyer Quay #01-01/02",Under $10,American,
Burger King,"Nex, 23 Serangoon Central #B2-50/51",Under $10,American,3.5
Burger King,"Cathay Cineleisure Orchard, 8 Grange Road #01-07",Under $10,American,3.5
Burger King,"Tampines North Community Club, 2 Tampines St 41 #01-02",Under $10,American,3
Burger King,"HDB Hub, 530 Toa Payoh Lorong 6 #01-05",Under $10,American,3.5
BurgerLabo,"Gillman Barracks, 41 Malan Road",$21 - $30,Singaporean Western,
Burgernomics,"Pasir Ris Central Hawker Centre, 110 Pasir Ris Central, #02-03",Under $10,,
BurgerUp,"Hill V2, 4 Hillview Rise #01-11",$11 - $20,,
Burlamacco Ristorante,30 Stanley Street,$11 - $20,"Italian, Middle Eastern/Mediterranean, European",4.5
Burnt Ends,20 Teck Lim Road,$51 - $80,Multi-Cuisine,
Burp Kitchen &amp; Bar,740 Bedok Reservoir Road #01-3165,$11 - $20,Fusion,
Buta Ramen,"Far East Square, 137 Amoy St #01-04",$11 - $20,Japanese,
Butler&#39;s Steakbar,4 Jiak Chuan Road,$31 - $50,,
Butter Studio,147 Jalan Besar,$11 - $20,,
Buttercake N Cream,Blk 106 Clementi St 12 #01-52,$11 - $20,"Italian, Middle Eastern/Mediterranean, European",3.5
By The Fire,125 East Coast Road,$11 - $20,,
Caesar Grill,"Ocean 92 Eating House, 92 Lorong 4 Toa Payoh #01-264",Under $10,,
Cafe 2000,"M Hotel, 81 Anson Road",$21 - $30,Multi-Cuisine,3.5
Caf&#233; by Plain Vanilla,"ION Orchard, In Good Company, 2 Orchard Turn #B1-06",$11 - $20,,
Cafe De Hong Kong,"Eastpac Building, 586 Balestier Road #01-01",$21 - $30,Cantonese/Hong Kong,4
Cafe De Nicole’s Flower,"UNI Building, 224 Telok Kurau Road, #01-01",$11 - $20,Singaporean Western,
Caf&#233; Epicurious,"The Quayside, 60 Robertson Quay #01-02",$11 - $20,"American, Fusion",3.5
Cafe Etc,203 Upper Thomson Rd,$31 - $50,Multi-Cuisine,
Caf&#233; Iguana,"Riverside Point, 30 Merchant Road #01-03",$11 - $20,"Latin American/South American, Mexican",4
Cafe Insa-Dong,279 South Bridge Road,Under $10,Korean,3
Caf&#233;&amp;Meal MUJI,"Paragon, 290 Orchard Road #04-36",Under $10,"Japanese, Fusion",
Caf&#233; Melba,"Goodman Arts Centre, 90 Goodman Road #01-56 (Block N)",$31 - $50,Australian / New Zealand,3.5
Caf&#233; Mondo,"Orchard Central, 181 Orchard Road #02-31/32",Under $10,,
Cafe Pal,43 Middle Rd,$11 - $20,Thai,3
Cafe Rouge,20 Baghdad Street,$11 - $20,French,
Caf&#233; Swiss,"Swissotel The Stamford, 2 Stamford Rd Level 2",$21 - $30,"Swiss, European",4
Cafebiz,"Hotel Jen Tanglin Singapore, 1A Cuscaden Road (Lobby)",$51 - $80,Multi-Cuisine,4
Caffe B,"Marina Bay Sands, 2 Bayfront Avenue #B1-15 (The Shoppes)",$51 - $80,"Italian, Fusion",4
Caffebene,"VivoCity, 1 HarbourFront Walk #02-150",$11 - $20,Korean,
"Cai Yu Pian, Niu Rou, Xian Xia, Zha Jin He Fen","Yuhua Village Market &amp; Food Centre, Blk 254 Jurong East St 24 #01-14",Under $10,"Singaporean, Chinese",
Cake History,"Pioneer MRT, Jurong West St 63 #02-02",Under $10,,4.5
Cake History,"HDB Hub, Blk 520 Lorong 6 Toa Payoh #01-60",Under $10,,3.5
Cake Love,4 Jalan Pisang,$11 - $20,,
Cake Spade,83 Tanjong Pagar Road,Under $10,Western Variety,3.5
Cakestand,"Katong Shopping Centre, 865 Mountbatten Road #B1-126",$11 - $20,,
Cali Cafe,"Rochester Mall, 31 Rochester Drive #01-01",$21 - $30,American,3.5
California Pizza Kitchen,"Forum The Shopping Mall, 583 Orchard Road #01-42",$21 - $30,American,4
Campus Deli,"Ngee Ann Polytechnic, Blk 535 Clementi Road #01-13 (Blk 1, Atrium)",Under $10,Multi-Cuisine,3
Candlenut,17A Dempsey Road,$21 - $30,Peranakan / Nonya,4
Canele Patisserie Chocolaterie,"The Atrium @ Orchard, 68 Orchard Road #01-55",$11 - $20,,3.5
Canele Patisserie Chocolaterie,"Paragon, 290 Orchard Road #B1-K8",$11 - $20,,3.5
Canopy Garden Dining &amp; Bar,"Bishan Park II, 1382 Ang Mo Kio Ave 1",$31 - $50,Western Variety,4
Canton Paradise,"Alexandra Retail Centre, 460 Alexandra Road #02-30",$11 - $20,Cantonese/Hong Kong,
Canton Paradise,"AMK Hub, 53 Ang Mo Kio Ave 3 #B2-01/02",$11 - $20,Cantonese/Hong Kong,3.5
Canton Paradise,"Bedok Mall, 311 New Upper Changi Road #B2-10/11",$11 - $20,Cantonese/Hong Kong,
Canton Paradise,"The Star Vista, 1 Vista Exchange Green #B1-45/46",$11 - $20,Cantonese/Hong Kong,4
Canton Paradise,"JCube, 2 Jurong East Central 1 #02-09",$11 - $20,Cantonese/Hong Kong,3.5
Canton Paradise,"I12 Katong, 112 East Coast Road #B1-15",$11 - $20,Cantonese/Hong Kong,4
Cantonese Seng Kee Wanton Noodles,"ABC Brickworks Food Centre, Blk 6 Jalan Bukit Merah #01-111",Under $10,Cantonese/Hong Kong,3.5
Capricciosa,"JCube, 2 Jurong East Central 1 #01-05",$11 - $20,"Italian, European",3.5
Captain Leo,"I12 Katong Mall, East Coast Road #B2-24",$11 - $20,,
Captain&#39;s Table,"Raffles Marina Club House, Blk 10 Tuas West Drive",$21 - $30,,
Careshop de Caf&#233;,"The Luzerne, 70 Bendemeer Road #01-05",$11 - $20,Japanese,3
Carne &amp; Caipirinha,"Sunset Way, Blk 106 Clementi St 12 #01-50",$51 - $80,Latin American/South American,3.5
Carnivore Brazilian Churrascaria,"Chijmes, 30 Victoria St #01-30",$51 - $80,Latin American/South American,4
Carnivore Brazilian Churrascaria,"Marina Bay Sands, 2 Bayfront Avenue #01-80 (The Shoppes)",$51 - $80,Latin American/South American,4
Carol Mel Cafe,"The Commerze@Irving, 1 Irving Place #01-30",$11 - $20,,
Carousel,"25 Scotts Rd, Lobby Level, Royal Plaza on Scotts",$81 - $150,Multi-Cuisine,4
