name,street_address,price,cuisine,rating,latitude,longitude
Bai Nian,"Albert Centre Market &amp; Food Centre, 270 Queen St #01-58",Under $10,"Singaporean, Chinese",,1.345614,103.944627
Baikohken Ramen,"KINEX, 11 Tanjong Katong Road #01-67/68",$11 - $20,Japanese,,1.314639,103.894692
Baja Fresh,"Rendezvous Gallery, 9 Bras Basah Road, #01-03",$11 - $20,Mexican,3.5,1.298583,103.849316
BAKE Cheese Tart,"ION Orchard, #B4-33, 2 Orchard",Under $10,Japanese,,1.304082,103.832016
Bake Inc,"Gek Poh Shopping Centre, 762 Jurong West St 75 #01-314",Under $10,,,1.348681,103.697808
Bake Inc - Kopitiam,"Blk 275D Compassvale Link, #01-01",Under $10,,2.5,1.382792,103.894019
BakeBabe,"Far East Finance Building, 14 Robinson Rd #13-00",$31 - $50,,,1.28212,103.850714
Baker &amp; Cook,77 Hillcrest Road,$11 - $20,European,4,1.331606,103.807506
Baker &amp; Cook,"Clementi Arcade, 41 Sunset Way",$11 - $20,,,1.323361,103.767547
Baker &amp; Cook,"Chip Bee Gardens, 44 Jalan Merah Saga #01-56",$11 - $20,European,,1.311753,103.796821
Baker Talent,"Boon Lay Shopping Centre, 221 Boon Lay Place #01-154",Under $10,,4,1.346271,103.712393
Baker Talent,Blk 303 Chua Chu Kang Ave 4 #01-723,Under $10,,4.5,,
Baker Talent,Blk 846 Yishun Ring Road #01-3633,Under $10,,3.5,1.417172,103.834552
Baker&#39;s Oven Pattisieries,"SPC Bukit Panjang, 41 Bukit Panjang Ring Road",$11 - $20,Portuguese,4,1.383383,103.772722
Bakersworld,15-8 Jalan Riang Serangoon Park,$11 - $20,,,,
Bakery Artisan Original (BAO),"CT Hub, 2 Kallang Avenue #02-17",Under $10,,,1.325943,103.872234
Bakery &amp; Bar St Marc,"Parkland Green, 920 East Coast Parkway #01-09/10",$11 - $20,Japanese,,1.299244,103.906579
Bakery Cuisine,"Sembawang Shopping Centre, 604 Sembawang Road #B1-19",Under $10,Japanese,,1.441732,103.824813
BAKERZIN,"Jurong Point, 63 Jurong West Central 3 #03-58/59 (JP2)",$11 - $20,,4,1.338894,103.705622
BAKERZIN,"Paragon, 290 Orchard Road #02-09",$11 - $20,,4,1.303628,103.835548
BAKERZIN,"Century Square, 2 Tampines Central 5 #01-19/22",$11 - $20,,,1.352179,103.943933
BAKERZIN,"VivoCity, 1 Harbourfront Walk #01-207",$11 - $20,,4,1.263928,103.822229
BAKERZIN,"Northpoint, 930 Yishun Ave 2 #01-44",$11 - $20,,4,1.42846,103.836099
Balaclava,"Suntec City, North Wing, 3 Temasek Boulevard #01-434",$11 - $20,Fusion,,1.293422,103.856858
BALIthai,"West Mall, 1 Bukit Batok Central Link #03-03",$21 - $30,"Thai, Indonesian",3.5,1.350024,103.749229
BALIthai,"I12 Katong, 112 East Coast Road #02-11",$21 - $30,"Thai, Indonesian",4,1.305462,103.904652
BALIthai,"Nex, 23 Serangoon Central #02-13",$21 - $30,"Thai, Indonesian",3.5,1.351221,103.872292
Ballistic Meatballs,"Simpang Bedok, 348 Bedok Road #02-15",Under $10,,4,1.331217,103.948315
Ban Heng,"Orchard Central, 181 Orchard Road #11-01/02",$51 - $80,"Cantonese/Hong Kong, Teochew",3.5,1.300813,103.839903
Ban Heng,"Harbourfront Centre, 1 Maritime Square #04-01/02",$51 - $80,"Cantonese/Hong Kong, Teochew",3.5,1.264621,103.820249
Ban Mian - Cantine,"Jurong Point, 1 Jurong West Central 2 #B1-42/43/44 (JP1)",Under $10,,,1.322669,103.720709
Ban Mian . Fish . Seafood Soup - Kopitiam,"NUH Main Building 1, 5 Lower Kent Ridge Road, Kopitiam",Under $10,Singaporean,3.5,1.29645,103.78285
Ban Mian / Fish Soup,"Nanyang Polytechnic, 180 Ang Mo Kio Ave 8 (North Canteen)",Under $10,"Singaporean, Chinese",,1.380099,103.849099
Ban Mian / Fish Soup - Koufu,"Nanyang Polytechnic, 180 Ang Mo Kio Ave 8, Blk A Unit 235",Under $10,,3.5,1.380099,103.849099
Ban Mian / Fish Soup - Koufu,Blk 263 Compassvale St #01-09,Under $10,,,1.395222,103.895929
Ban Mian - Fountain Food Terrace,"Suntec City Mall, 3 Temasek Boulevard #B1-024/025/045 (Fountain Food Terrace)",Under $10,Singaporean,3.5,1.293422,103.856858
Ban Mian - Kopitiam,"IMM, 2 Jurong East St 21 #02-69",Under $10,"Singaporean, Chinese",,1.347118,103.728632
Ban Mian - Koufu,"Loyang Point, Blk 258 Pasir Ris St 21 #02-313",Under $10,"Singaporean, Chinese",,1.367093,103.964772
Ban Mian - Lucky Food Centre,"Lucky Plaza, 304 Orchard Road #B1-99/101",Under $10,,,1.30459,103.83407
Ban Mian - Matrix Cafeteria,"ITE College West, 1 Choa Chu Kang Grove",Under $10,,,1.373351,103.750556
Ban Tong Seafood Restaurant,"Rainbow Noodle Restuarant, Blk 378 Clementi Avenue 5 #01-334",Under $10,,,1.31755,103.767495
Bangkok Jam,"Plaza Singapura, 68 Orchard Road #03-85",$31 - $50,Thai,3,1.300005,103.844626
Bangkok Jam,"Jem, 50 Jurong Gateway Road #03-21",$31 - $50,Thai,3,1.333169,103.743536
Bangkok Jam,"Wheelock Place, 501 Orchard Road #02-04/05",$31 - $50,Thai,3.5,1.304811,103.831198
Bao Luo Wan Xiang - Kopitiam,"Manulife Centre, 51 Bras Basah Road #01-03",Under $10,"Cantonese/Hong Kong, Chinese",,1.297855,103.850276
Bao Today,"Rendezvous Hotel, 9 Bras Basah Road #01-02 (Rendezvous Gallery)",Under $10,,3,1.298583,103.849316
Bar Bar Black Sheep,86 Robertson Quay,$21 - $30,"Japanese, Indian",,1.289982,103.837328
Barcook Bakery,"Square 2, 10 Sinaran Drive #01-16/18",Under $10,,4,1.320635,103.844326
Barcook Bakery,"One Raffles Place, 1 Raffles Place #B1-03",Under $10,,,1.28453,103.850971
Barcook Bakery,"One Raffles Place, 1 Raffles Place #B1-09",Under $10,,4,1.28453,103.850971
Barcook Bakery,"Nex, 23 Serangoon Central #03-K18",Under $10,,,1.351221,103.872292
Bariuma,"United Square, 101 Thomson Road, #B1-08",$21 - $30,Japanese,,1.316866,103.84377
Basilico,"Regent Singapore, 1 Cuscaden Road",$31 - $50,"Italian, Middle Eastern/Mediterranean, European",4,1.304976,103.825429
Basilico,"Regent Singapore, 1 Cuscaden Road",$51 - $80,Italian,4,1.304976,103.825429
Baskin Robbins,"Bugis Junction, 200 Victoria St #01-60/60A",Under $10,,,1.298508,103.855434
Baskin Robbins,"Jem, 50 Jurong Gateway Road #02-06",Under $10,,4,1.333169,103.743536
Baskin Robbins,"Nex, 23 Serangoon Central #01-K4/K5",Under $10,,4,1.351221,103.872292
Baskin Robbins,"Tiong Bahru Plaza, 302 Tiong Bahru Road #01-07",Under $10,American,4,1.28643,103.827693
Basque Kitchen by Aitor,97 Amoy Street,$81 - $150,European,,1.281457,103.84719
Bay Sushi,"Marina Bay Sands, 10 Bayfront Avenue #B2-01B (The Shoppes)",$31 - $50,Japanese,3.5,1.283697,103.860723
Bayswater Kitchen,"Marina at Keppel Bay, 2 Keppel Bay Vista",$51 - $80,,,1.264079,103.812606
BBQ Chicken,"The Central, 6 Eu Tong Sen St #01-58",Under $10,Korean,,1.28878,103.846236
BBQ Chicken,"West Coast Plaza, 154 West Coast Road #02-45",Under $10,Korean,3.5,1.303708,103.766401
BBQ Chicken Wings - Food Republic,"313@Somerset, 313 Orchard Road #05-01",Under $10,,3,1.301114,103.838872
BBQ Chicken,"Northpoint, 930 Yishun Ave 2  #B2-17/20",Under $10,Korean,3.5,1.42846,103.836099
BBQ Express,"Bukit Panjang Plaza, 1 Jelebu Road #01-23",Under $10,,4,1.37956,103.764306
BBQ Seafood,"Gardens By The Bay, 18 Marina Gardens Drive (Satay by the Bay) #17",Under $10,,,1.284366,103.865426
BBQ Wholesale Centre,81 Frankel Avenue,$11 - $20,"Malay, Singaporean",4.5,1.31522,103.919125
BCC Tea Studio,"84 Bedok North Street 4, #01-29",Under $10,,,1.331848,103.939412
Beach Culture Watercross,"Pasir Ris Park, 131 Pasir Ris Road",$21 - $30,European,,1.385583,103.943738
Beach Road Kitchen,"JW Marriott Singapore South Beach, 30 Beach Road",$81 - $150,Multi-Cuisine,,1.294001,103.85592
Beach Road Prawn Noodle House,370/372 East Coast Road,Under $10,,3.5,1.308519,103.911126
Beach Road Scissor-Cut Curry Rice,229 Jalan Besar,Under $10,,3.5,1.309522,103.857743
Beans &amp; Cream,Blk 347 Bukit Batok St 34 #01-260,Under $10,"Singaporean, Singaporean Western",4,1.36252,103.751375
Bear Baby Spicy Fragrant Pot,"602B Tampines Ave 9, Stall 2",$11 - $20,Sichuan,,1.361361,103.93766
Bear Bites,"MDIS Campus, 501 Stirling Road",Under $10,Taiwanese,,1.297502,103.800544
Bear Paw,"Jurong Point, 1 Jurong West Central 2 #01-17H (JP1)",Under $10,Taiwanese,,1.322669,103.720709
Beard Papa&#39;s,"Nex, 23 Serangoon Central #03-K15",Under $10,Japanese,4,1.351221,103.872292
Beast &amp; Butterflies,90 Robertson Quay,$31 - $50,"Western Variety, Asian Variety",,1.290326,103.83686
Beast &amp; Butterflies,90 Robertson Quay,$51 - $80,Multi-Cuisine,,1.290326,103.83686
Beauty in the Pot,"OneKM Mall, 11 Tanjong Katong Road #02-21/22",$31 - $50,,,1.314965,103.894924
Beaver&#39;s Pub and Grill,33 Liang Seah St #01-01/02,$11 - $20,American,3,1.298229,103.856056
Bebek Goreng Pak Ndut,"304 Orchard Road, #01-42/43/44 Lucky Plaza",Under $10,Indonesian,,1.30429,103.834036
Becasse,10 Dempsey Road #01-21,$11 - $20,"French, Middle Eastern/Mediterranean, European",3.5,1.303287,103.810502
Bedok 456 Mee Hoon Kway,"Kim Keat Palm Market &amp; Food Centre, Blk 22 Lorong 7 Toa Payoh #01-46",Under $10,"Singaporean, Chinese",,1.335532,103.85695
Bedok Chwee Kueh,"Bedok Interchange Hawker Centre, 208 New Upper Changi Road, #01-19",Under $10,Singaporean Chinese,,1.324614,103.930571
Bedok North 85 Fried Oysters,"Kovan Hougang Market &amp; Food Centre, 209 Hougang St 21 #01-30",Under $10,Singaporean,3.5,1.359155,103.885976
Bee Bee Carrot Cake,50A Marine Terrace #01-275,Under $10,,,1.305225,103.915824
Bee Cheng Hiang,"Paragon, 290 Orchard Road #B1-10A",$11 - $20,,,1.303628,103.835548
Bee Cheng Hiang,"East Link Mall, 8 Tampines Central 1 #01-14",$11 - $20,,,,
Bee Garden,"Commonwealth Crescent Market &amp; Food Centre, 31 Commonwealth Crescent #02-78",Under $10,,4,1.320355,103.904429
Bee Heong Palace Restaurant,218 Bedok North Street 1 #01-01,$31 - $50,"Fujian/Heng Hwa, Chinese",,1.327345,103.933787
Bee Kee Cooked Food,"Chong Pang Market &amp; Food Centre, 104/105 Yishun Ring Road #01-144",Under $10,Singaporean,,1.431778,103.825807
Beer Market,"The Foundry, 3B River Valley Road #01-17/02-02",$21 - $30,Multi-Cuisine,4,1.290312,103.846721
Beirut,72 Bussorah Street,$31 - $50,Middle Eastern/Mediterranean,,1.300815,103.859957
Bel Mondo,"Millenia Walk, 9 Raffles Boulevard #01-09",$11 - $20,"Italian, Middle Eastern/Mediterranean",,1.292083,103.859414
Bella Pasta,"Riverside View, 30 Robertson Quay, #01-09",$51 - $80,Italian,,1.291277,103.841351
Bella Pizza,"Riverside Village Residences, 30 Robertson Quay #01-14",$21 - $30,Italian,4,1.29112,103.84114
belle-ville Pancake Cafe,"Square 2, 10 Sinaran Drive, #01-152 to 154",Under $10,Japanese,,1.320635,103.844326
Ben &amp; Jerry&#39;s,"Raffles City Shopping Centre, 252 North Bridge Road #B1-80",$11 - $20,,4,1.293883,103.853502
Ben &amp; Jerry&#39;s,"Jurong Bird Park, 2 Jurong Hill",$11 - $20,,3.5,1.318829,103.708359
Ben &amp; Jerry&#39;s,"Great World City, 1 Kim Seng Promenade #02-40A/B",$11 - $20,,4,1.293902,103.831787
Bengawan Solo,"Anchorpoint, 370 Alexandra Road #B1-45",Under $10,Peranakan / Nonya,3.5,1.28871,103.805077
Bengawan Solo,"West Mall, 1 Bukit Batok Central Link #B1-02",Under $10,Peranakan / Nonya,4,1.350024,103.749229
Bengawan Solo,"Changi Airport Terminal 3, 65 Airport Boulevard #02-MN-52 (Departure Check In Hall)",Under $10,Peranakan / Nonya,,1.353943,103.985131
Bengawan Solo,Blk 18 Tai Thong Crescent,Under $10,Peranakan / Nonya,,1.329243,103.869642
Beng&#39;s Old School Bak Kut Teh,Block 40 Holland Drive #01-39 Store 5,Under $10,,,1.307191,103.793489
Benjamin Browns Bistro &amp; Bakery,"Forum The Shopping Mall, 583 Orchard Road #01-20/21",Under $10,European,3.5,1.306024,103.828854
Benson Salted Duck Rice,"Blk 168, Toa Payoh Lorong 1 #01-1040",Under $10,Teochew,,1.331866,103.843449
Benten Caf&#233;,"Jurong Point, 1 Jurong West Central 2 #03-20/20A/K4 (JP1)",$11 - $20,"Italian, Japanese, Fusion",4,1.322669,103.720709
Beppu Menkan Japanese Noodles ,"Tiong Bahru Plaza, 302 Tiong Bahru Road, #02-16/17/18",$11 - $20,Japanese,3.5,1.28643,103.827693
Bergs Gourmet Burgers,45 East Coast Road,$11 - $20,Australian / New Zealand,3.5,1.304997,103.902999
Berrylite,"One Raffles Place, 1 Raffles Place #B1-10",Under $10,Singaporean,4,1.28453,103.850971
Berrylite,"Northpoint, 930  Yishun Ave 2 #01-56",Under $10,,4,1.42846,103.836099
Best Fries Forever,"Cathay Cineleisure Orchard, 8 Grange Road #B1-06",Under $10,American,3.5,1.301454,103.836467
Beverage,Blk 478 Tampines St 44,Under $10,Singaporean,,1.389546,103.772988
Beverages,"51@AMK, 51 Ang Mo Kio Avenue 3 #01-03",Under $10,,,1.369305,103.847296
Beverages,"Fu Chan, Blk 727 Ang Mo Kio Avenue 6",Under $10,,,1.43134,103.82811
Beverages/Fruits - Flavours Food &amp; Beverages,"Temasek Polytechnic, 21 Tampines Avenue 1 (Block 4)",Under $10,,,1.366461,103.926128
Beverages - Kopitiam,"KK Women&#39;s And Children&#39;s Hospital, 100 Bukit Timah Road #01-28",Under $10,,,1.313445,103.899621
Beverages - Kopitiam,"Manulife Centre, 51 Bras Basah Road #01-03",Under $10,,,1.297855,103.850276
Beverages,Blk 205D Compassvale Lane,Under $10,,,1.386174,103.897541
Beverages,"Istanbul, Blk 476 Tampines St 44 #01-203",Under $10,,,1.346631,103.94402
Beverages,"419 F&amp;B, Blk 419 Tampines St 41 #01-80",Under $10,,,1.353464,103.98857
Bibigo,"Suntec City Mall, East Wing, 3 Temasek Boulevard #B1-107",$11 - $20,Korean,3.5,1.293422,103.856858
Bibigo,"Nex, 23 Serangoon Central #03-08",$11 - $20,Korean,3.5,1.351221,103.872292
BiBiQiu,"The Central, 6 Eu Tong Sen St",Under $10,"Korean, Fusion",,1.28878,103.846236
Big Bites - Kopitiam,"Tampines Mall, 4 Tampines Central 5 #04-27/29",$11 - $20,Indian,,1.352645,103.94473
Big Eater,Blk 964 Jurong West St 91 #01-342,$11 - $20,,3.5,1.342141,103.692677
Big Mama Korean Food,2 Kim Tian Road,$31 - $50,Korean,3.5,1.28525,103.829252
Billy Bombers American Diner,"Jurong Point, 1 Jurong West Central 2 #02-20E (JP1)",$11 - $20,American,4,1.322669,103.720709
Bincho at Hua Bee,78 Moh Guan Terrace #01-19,$51 - $80,Japanese,,1.283499,103.830404
Birdcage Bistro,312 Old Birdcage Walk #02-08,,American,,1.409866,103.871037
Birds of a Feather,"115 Amoy Street, #01-01",$31 - $50,"Singaporean Western, Fusion",,1.282247,103.847646
Biscuit King,130 Casuarina Road,Under $10,,4,1.37691,103.828086
Bishamon,"Bukit Panjang Plaza, 1 Jelebu Road #01-64/65",$11 - $20,Japanese,3,1.37956,103.764306
Bishamon,"Great World City, 1 Kim Seng Promenade #01-21B",$11 - $20,Japanese,3.5,1.293902,103.831787
Bismillah Biryani Restaurant,50 Dunlop Street,Under $10,Indian,2.5,1.305051,103.853694
Bistecca Tuscan Steakhouse,26 Mohamed Sultan Road,$51 - $80,"Italian, Middle Eastern/Mediterranean, European",4.5,1.293432,103.841182
Bistro 103,103 Pasir Panjang Road,$31 - $50,,4,1.275049,103.79478
Bistro du Vin,"Shaw Centre, 1 Scotts Road #01-14",$31 - $50,"French, Middle Eastern/Mediterranean, European",4,1.306359,103.831646
Bistro du Vin,"Shaw Centre, 1 Scotts Road #01-14",$51 - $80,French,4,1.306359,103.831646
Bistroquet,"Alexandra Retail Centre, 460 Alexandra Road #02-20",$11 - $20,"French, Middle Eastern/Mediterranean, European",,1.27393,103.801594
Bite Club,Blk 34 Jalan Bukit Ho Swee #01-864,Under $10,,4,1.347345,103.686856
Bitters &amp; Love,118 Telok Ayer Street,$21 - $30,,,1.282011,103.848149
BJ&#39;s American Diner and Grill,312 Balestier Road #01-01,$21 - $30,American,4,1.323536,103.8524
Black Angus,"Hill V2, 4 Hillview Rise #01-06/07",$21 - $30,,,1.363754,103.764391
Black Canyon Coffee,"The Connexis, 1 Fusionopolis Way #02-01/02",$11 - $20,"Thai, Fusion, Multi-Cuisine",4,1.299469,103.787506
Black&amp;Ink,168 Changi Road #01-01/02,Under $10,,4,1.316915,103.902803
Black&amp;Ink,29 Swan Lake Avenue,$11 - $20,,,1.321589,103.923936
Black Society,"VivoCity, 1 Harbourfront Walk #02-156/157",$21 - $30,Cantonese/Hong Kong,4,1.263928,103.822229
Black &amp; White Dessert House,"Sembawang Shopping Centre, 604 Sembawang Road #B1-K3",Under $10,Taiwanese,,1.441732,103.824813
BlackBall,"Bedok Mall, 311 New Upper Changi Road #01-03",Under $10,Taiwanese,,1.324493,103.929484
BlackBall,"Bugis+, 201 Victoria St #01-14",Under $10,Taiwanese,3.5,1.300152,103.856221
BlackBall,"The Star Vista, 1 Vista Exchange Green #02-14/15",Under $10,Taiwanese,4,1.306871,103.78857
BlackBall,"IMM, 2 Jurong East St 21 #01-48",Under $10,Taiwanese,3.5,1.347118,103.728632
BlackBall,"Tampines 1, 10 Tampines Central 1 #02-K2",Under $10,Taiwanese,,1.367228,103.928218
BlackBall,"Harbourfront Centre, 1 Maritime Square #02-01/02",Under $10,Taiwanese,3.5,1.264621,103.820249
Blanco Court Food Centre (3rd Storey),"51 Old Airport Road Food Centre &amp; Shopping Mall, 51 Old Airport Road #135",Under $10,Teochew,4.5,1.280455,103.844656
Blanco Court Prawn Mee,245 Beach Road,Under $10,Singaporean Chinese,3.5,1.300277,103.859569
Blanco Prawn Noodle House,235 Jalan Kayu,Under $10,Singaporean,3.5,1.396144,103.872821
Bliss Restaurant,"Cheng San Community Club, Blk 6 Ang Mo Kio St 53 #01-01",Under $10,European,3.5,1.36917,103.848432
Blisshouse,"The Central, 6 Eu Tong Sen St #03-21",$11 - $20,European,3.5,1.28878,103.846236
BlooiE&#39;s Roadhouse Bar &amp; Grill,"The Rail Mall, 426/428 Upper Bukit Timah Road",$11 - $20,American,4,1.359803,103.767623
BlooiE&#39;s Roadhouse Bar &amp; Grill,"Science Park II, 21 Science Park Rd #01-01 (The Aquarius)",$11 - $20,American,4,1.2877,103.781524
Bloomsbury Bakers,Blk 30 Bendemeer Road,Under $10,,3.5,1.319284,103.864023
Blue Bali,"Singapore Botanic Gardens, House 1D Cluny Road Level 1",$31 - $50,Indonesian,4,1.314914,103.816051
Bobby&#39;s Restaurant and Bar,"Chijmes, 30 Victoria St #B1-07",$31 - $50,Multi-Cuisine,,1.295136,103.851929
Bochinche,22 Martin Road,$31 - $50,,4,1.291884,103.838507
Bollywood Veggies Poison Ivy Bistro,"Bollywood Veggies, 100 Neo Tiew Road",Under $10,Indian,4,1.418068,103.717349
Bonchon,"Bugis+, 201 Victoria St #01-11",$21 - $30,Korean,3.5,1.300152,103.856221
Boneless Hainanese Chicken Rice,"Redhill Food Centre, Blk 85 Redhill Lane #01-23",Under $10,Hainanese,,1.287312,103.818335
Bonta Italian Restaurant &amp; Bar,"UE Square, 207 River Valley Road #01-61 (River Wing)",$31 - $50,"Italian, Middle Eastern/Mediterranean, European",4,1.292042,103.842617
Boon Kee Wanton Noodle,"Clementi 448 Market &amp; Food Centre, Blk 448 Clementi Ave 3 #01-40",Under $10,Cantonese/Hong Kong,3.5,1.313335,103.764554
Boon Lay Power Nasi Lemak,"Boon Lay Place Food Village, 221A/B Boon Lay Place #01-106",Under $10,,4,1.345218,103.712784
Boon Lay Raja Restaurant,"Blk 135, Jurong Gateway Road #02-337",$31 - $50,,3.5,1.333911,103.739826
Boon Tat Street BBQ Seafood,"Chinatown Food Street, 335 Smith St #1",$11 - $20,,,1.28205,103.84462
Boon Tong Kee,Blk 233 Ang Mo Kio Ave 3 #01-1194,$11 - $20,"Cantonese/Hong Kong, Hainanese",3.5,1.367579,103.836733
Boon Tong Kee,18 Cheong Chin Nam Road,$11 - $20,Cantonese/Hong Kong,3.5,1.343371,103.775077
Boon Tong Kee,199 East Coast Road,$11 - $20,"Cantonese/Hong Kong, Hainanese",4,1.307274,103.906577
Boon Tong Kee,470 MacPherson Road,$11 - $20,"Cantonese/Hong Kong, Hainanese",4.5,1.331969,103.882778
Boon Tong Kee,425 River Valley Road,$11 - $20,Cantonese/Hong Kong,4,1.295101,103.829464
Boon Tong Kee,Blk 34 Whampoa West #01-93,$11 - $20,"Cantonese/Hong Kong, Hainanese",3.5,1.31989,103.86245
Bornga,"The Star Vista, 1 Vista Exchange Green #02-24",$21 - $30,Korean,4,1.306871,103.78857
Bornga,"VivoCity, 1 Harbourfront Walk ##02-123/124",$21 - $30,Korean,3,1.263928,103.822229
Boruto,"Golden Castle Building, 80 South Bridge Road #01-01",$21 - $30,"Spanish, Japanese, Fusion",3.5,1.286809,103.847743
Botak Jones,Blk 181 Ang Mo Kio Ave 5,Under $10,American,3.5,1.37679,103.837146
Botak Jones,Blk 233 Bukit Batok East Ave 5 #01-53,Under $10,American,3.5,1.355386,103.868925
Botak Jones - Kopitiam,"National Youth Park, 121 Somerset Road",Under $10,American,3.5,1.300496,103.836578
Botak Jones,Blk 211 Toa Payoh Lorong 8 #01-01,Under $10,American,3.5,1.340425,103.853772
Botak&#39;s Favorites,"Food King Coffee House, Blk 233 Bukit Batok East Ave 5",Under $10,American,,1.348704,103.75549
Botan Japanese Restaurant,"Far East Square, 36 Pekin St #01-01",$21 - $30,Japanese,3.5,1.283288,103.848191
Botejyu Yatai - Food Junction,"Junction 8, 9 Bishan Place #04-01",Under $10,Japanese,,1.350045,103.848304
Bottura,"Suntec City Mall, Noth Wing, 3 Temasek Boulevard #02-472/473/474",$21 - $30,Italian,3.5,1.293422,103.856858
Brasserie Gavroche,66 Tras St,$31 - $50,"French, Middle Eastern/Mediterranean, European",,1.277724,103.844094
Brasserie Les Saveurs,"The St Regis Singapore, 29 Tanglin Road",$51 - $80,French,4,1.305758,103.826036
Brawn &amp; Brains,100 Guillemard Road #01-02,Under $10,,4,1.310054,103.88206
Bread &amp; Hearth,18 Keong Saik Road,Under $10,European,,1.279948,103.841658
Bread Yard,"Galaxis, 1 Fusionopolis Place #01-23/24",Under $10,,4.5,1.300047,103.78835
BreadTalk,"AMK Hub, 53 Ang Mo Kio Ave 3 #01-01",Under $10,,3.5,1.36926,103.849189
BreadTalk,"ZhongShan Mall, 20 Ah Hood Road #01-10/11/12/13",Under $10,,,1.327182,103.84669
BreadTalk,"Junction 8 Shopping Centre, 9 Bishan Place #01-35/36",Under $10,,4,1.350045,103.848304
BreadTalk,"Bugis Junction, 200 Victoria Street, #B1-K28/29",Under $10,Singaporean,3,1.298508,103.855434
BreadTalk,"Chinatown Point, 133 New Bridge Road #01-27/28",Under $10,,,1.285849,103.84517
BreadTalk,"CityLink Mall, 1 Raffles Link #B1-42",Under $10,,4,1.292364,103.854457
BreadTalk,"The Clementi Mall, 3155 Commonwealth Ave West #01-01",Under $10,,4,1.314791,103.764247
BreadTalk,"Westgate, 3 Gateway Drive #02-03",Under $10,,,1.334461,103.742801
